symbol,date,quarter,positive_score,negative_score,neutral_score,polarity,sentiment_confidence,optimism_ratio,caution_ratio,transcript_length,word_complexity,price_volatility,prev_quarter_movement,label
SBUX,2022-11-03,2022-Q4,0.0947,0.0215,0.8838,0.0732,0.8623,0.9205,0.0795,5702,6.352,0.3527,0.97,1
ITW,2022-10-25,2022-Q3,0.0854,0.0257,0.8889,0.0597,0.8632,0.7273,0.2727,3184,5.892,0.3243,1.6446,1
NI,2021-08-04,2021-Q2,0.0573,0.0216,0.9211,0.0356,0.8995,0.75,0.25,2454,6.2702,0.185,2.2,0
INTU,2021-05-25,2021-Q3,0.0695,0.0211,0.9094,0.0484,0.8883,0.9348,0.0652,4842,5.867,0.246,-2.8415,0
ACGL,2020-10-30,2020-Q3,0.0679,0.027,0.9051,0.0409,0.8781,0.7027,0.2973,4008,5.7378,0.3573,0.8,1
LOW,2022-02-23,2021-Q4,0.1274,0.0303,0.8424,0.0971,0.8121,0.9062,0.0938,4157,6.1208,0.3033,7.4196,1
ATO,2021-11-11,2021-Q4,0.0757,0.0368,0.8875,0.0389,0.8507,0.8936,0.1064,3750,6.4403,0.2193,1.3562,1
WY,2021-07-30,2021-Q2,0.1627,0.057,0.7803,0.1057,0.7233,0.6849,0.3151,5104,5.9254,0.2354,-2.0823,0
ECL,2021-10-26,2021-Q3,0.1058,0.0278,0.8664,0.078,0.8386,0.878,0.122,3886,5.6981,0.2143,0.7712,0
O,2022-08-04,2022-Q2,0.0658,0.0234,0.9109,0.0424,0.8875,0.8919,0.1081,3459,5.9983,0.2016,-5.7584,0
PANW,2021-02-22,2021-Q2,0.0771,0.0291,0.8938,0.048,0.8647,0.8889,0.1111,4510,6.0645,0.4146,,0
AON,2023-02-03,2022-Q4,0.101,0.0237,0.8753,0.0774,0.8516,0.8958,0.1042,4621,6.0812,0.1635,-0.1173,0
GIS,2019-06-26,2019-Q4,0.1109,0.0263,0.8627,0.0846,0.8364,0.8052,0.1948,5057,5.8469,0.2851,,0
BKNG,2021-08-04,2021-Q2,0.0666,0.1144,0.819,-0.0479,0.7524,0.6364,0.3636,4789,5.9211,0.2477,-1.2561,0
WDC,2021-04-29,2021-Q3,0.0687,0.0284,0.9029,0.0402,0.8745,0.7885,0.2115,3814,5.9006,0.4298,12.93,0
CLX,2021-11-01,2022-Q1,0.0695,0.0446,0.886,0.0249,0.8414,0.7843,0.2157,3971,5.6114,0.1645,-10.2759,0
RCL,2023-02-07,2022-Q4,0.0929,0.0214,0.8857,0.0715,0.8643,0.8571,0.1429,4018,6.0667,0.4162,1.74,1
IVZ,2021-04-27,2021-Q1,0.0904,0.0261,0.8835,0.0643,0.8574,0.8214,0.1786,4421,6.052,0.3156,-2.14,1
EXR,2021-04-29,2021-Q1,0.0828,0.0268,0.8904,0.056,0.8636,0.8824,0.1176,2307,5.984,0.146,4.108,1
ORCL,2021-03-10,2021-Q3,0.0383,0.0522,0.9096,-0.0139,0.8713,0.7273,0.2727,2842,5.7854,0.3418,1.85,0
ODFL,2021-02-04,2020-Q4,0.09,0.0331,0.8769,0.057,0.8438,0.8116,0.1884,5159,5.8409,0.3986,11.2403,1
ORLY,2021-04-29,2021-Q1,0.1189,0.0354,0.8457,0.0835,0.8103,0.8286,0.1714,4128,5.9641,0.1376,-2.15,1
ETR,2020-05-11,2020-Q1,0.0581,0.0307,0.9112,0.0274,0.8805,0.7059,0.2941,4099,6.0417,0.5168,,1
CBRE,2021-07-29,2021-Q2,0.1055,0.0259,0.8686,0.0796,0.8427,0.95,0.05,2822,6.287,0.277,1.64,1
INVH,2021-04-29,2021-Q1,0.0723,0.0219,0.9058,0.0504,0.8839,0.8281,0.1719,4771,5.8761,0.1441,-4.5925,1
ALB,2021-11-04,2021-Q3,0.0975,0.0233,0.8792,0.0742,0.8559,0.8605,0.1395,3972,5.888,0.3646,15.5293,1
ETN,2022-05-03,2022-Q1,0.0957,0.0229,0.8814,0.0728,0.8585,0.8727,0.1273,4225,5.9531,0.2732,-1.5936,1
DD,2021-08-03,2021-Q2,0.0817,0.0297,0.8886,0.052,0.8589,0.8333,0.1667,4134,6.0868,0.2756,5.84,1
MAR,2020-11-06,2020-Q3,0.074,0.0448,0.8811,0.0292,0.8363,0.6143,0.3857,5745,5.9187,0.4281,2.3779,1
CF,2021-05-06,2021-Q1,0.0739,0.0354,0.8907,0.0385,0.8553,0.7609,0.2391,3294,5.7866,0.2569,3.34,1
PEG,2020-05-04,2020-Q1,0.0558,0.0966,0.8476,-0.0408,0.7918,0.525,0.475,4457,5.9197,0.556,,0
STZ,2019-06-28,2020-Q1,0.0863,0.0278,0.8859,0.0584,0.8581,0.7391,0.2609,4386,6.1117,0.3498,,1
PWR,2020-05-07,2020-Q1,0.0557,0.0444,0.8998,0.0113,0.8554,0.6032,0.3968,5254,6.1311,0.5687,,0
APH,2021-07-28,2021-Q2,0.0878,0.0263,0.8859,0.0614,0.8596,0.871,0.129,4321,6.1645,0.169,-3.9577,1
AOS,2021-01-28,2020-Q4,0.0753,0.0359,0.8888,0.0394,0.8529,0.7586,0.2414,4562,5.9783,0.2812,,1
JBL,2022-09-27,2022-Q4,0.0761,0.0272,0.8967,0.0489,0.8695,0.8806,0.1194,5312,6.1361,0.3102,-3.03,1
UBER,2023-02-08,2022-Q4,0.0684,0.0287,0.9029,0.0397,0.8742,0.9375,0.0625,3114,5.7142,0.3399,6.8498,0
ROL,2021-07-28,2021-Q2,0.1106,0.0272,0.8623,0.0834,0.8351,0.85,0.15,1878,5.9462,0.1578,5.1239,1
DOC,2020-11-06,2020-Q3,0.0716,0.0249,0.9035,0.0466,0.8786,0.7879,0.2121,2316,6.133,0.3487,4.95,0
ENPH,2022-07-26,2022-Q2,0.0797,0.0203,0.9,0.0593,0.8797,0.875,0.125,4979,6.001,0.6495,2.4112,1
JPM,2021-10-13,2021-Q3,0.085,0.0261,0.8889,0.0589,0.8628,0.7381,0.2619,4700,5.8502,0.2428,-3.85,0
WST,2021-10-28,2021-Q3,0.0832,0.0233,0.8935,0.0599,0.8702,0.9355,0.0645,2513,6.15,0.2465,11.8354,1
ELV,2021-10-20,2021-Q3,0.0787,0.0677,0.8537,0.011,0.786,0.8281,0.1719,5134,6.3017,0.2669,,1
KO,2021-10-27,2021-Q3,0.0789,0.0213,0.8998,0.0576,0.8785,0.9322,0.0678,4230,6.0728,0.1105,2.39,1
FE,2020-04-24,2020-Q1,0.053,0.0682,0.8788,-0.0152,0.8258,0.5217,0.4783,4269,5.9239,0.6792,,0
CHTR,2021-10-29,2021-Q3,0.0763,0.0237,0.9,0.0525,0.8763,0.7647,0.2353,4231,6.0624,0.2314,5.9512,0
HBAN,2022-01-21,2021-Q4,0.0936,0.0493,0.8571,0.0443,0.8078,0.8028,0.1972,4378,5.9532,0.269,-4.99,0
QRVO,2021-08-04,2022-Q1,0.0759,0.0356,0.8885,0.0403,0.8529,0.7609,0.2391,3509,5.8501,0.2319,-7.08,0
INTC,2022-10-27,2022-Q3,0.0706,0.0332,0.8962,0.0373,0.863,0.7931,0.2069,4178,6.1506,0.3886,-8.0439,1
ETR,2021-11-03,2021-Q3,0.0822,0.0233,0.8945,0.0588,0.8712,0.8947,0.1053,3233,6.1352,0.1411,3.1377,0
IEX,2021-04-28,2021-Q1,0.0759,0.0219,0.9022,0.0539,0.8803,0.8333,0.1667,4014,5.8079,0.1251,4.2973,0
LDOS,2021-02-23,2020-Q4,0.0528,0.0647,0.8825,-0.0119,0.8297,0.6304,0.3696,3842,6.0744,0.253,9.0,0
MOS,2021-05-04,2021-Q1,0.0588,0.0317,0.9095,0.0272,0.8778,0.6286,0.3714,2783,5.8714,0.2829,-3.6541,1
FDS,2021-03-30,2021-Q2,0.1229,0.0232,0.8539,0.0997,0.8307,0.8667,0.1333,3990,5.7273,0.233,27.4407,0
BDX,2021-08-05,2021-Q3,0.1303,0.0428,0.8269,0.0875,0.7841,0.8387,0.1613,5142,6.2544,0.1149,-4.7092,0
COO,2021-09-02,2021-Q3,0.0989,0.0233,0.8778,0.0756,0.8545,0.9231,0.0769,4529,5.7035,0.2961,-4.6185,0
GWW,2021-10-29,2021-Q3,0.0875,0.0247,0.8878,0.0627,0.8631,0.8868,0.1132,4293,5.8861,0.1746,-3.6893,1
RJF,2021-04-29,2021-Q2,0.074,0.1677,0.7583,-0.0937,0.6843,0.7206,0.2794,3440,6.2096,0.2203,4.6621,1
CTVA,2020-01-30,2019-Q4,0.1004,0.0221,0.8775,0.0784,0.8554,0.7727,0.2273,4327,6.2304,0.2508,,1
BEN,2021-11-01,2021-Q4,0.0788,0.0214,0.8998,0.0573,0.8784,0.9118,0.0882,4373,6.0503,0.309,12.69,1
PH,2021-11-04,2021-Q3,0.0648,0.0301,0.9051,0.0347,0.875,0.8936,0.1064,4276,5.8805,0.2367,-2.2294,1
HAS,2019-10-22,2019-Q3,0.0593,0.0982,0.8425,-0.0389,0.7832,0.5857,0.4143,5014,6.0243,0.1828,13.9711,0
EXR,2021-02-23,2020-Q4,0.0585,0.0336,0.9079,0.0249,0.8743,0.6207,0.3793,2949,5.8271,0.186,-0.2935,1
ALB,2021-08-05,2021-Q2,0.1077,0.0256,0.8667,0.082,0.8411,0.7561,0.2439,4151,5.7509,0.4209,-3.3074,1
SRE,2022-08-04,2022-Q2,0.0775,0.0213,0.9013,0.0562,0.88,0.9111,0.0889,5398,5.8231,0.2409,-0.7015,0
BAC,2022-04-18,2022-Q1,0.0848,0.0345,0.8806,0.0503,0.8461,0.7262,0.2738,6437,5.7499,0.2666,-3.6965,0
KEYS,2022-02-17,2022-Q1,0.1023,0.0237,0.874,0.0786,0.8503,0.8913,0.1087,3012,6.1292,0.335,-1.675,0
TRV,2021-04-20,2021-Q1,0.0858,0.0451,0.8691,0.0407,0.824,0.8235,0.1765,4553,6.2126,0.2429,0.1393,1
ETN,2021-05-04,2021-Q1,0.1413,0.0221,0.8366,0.1192,0.8145,0.9273,0.0727,4182,6.0287,0.1575,0.3291,1
NEE,2022-07-22,2022-Q2,0.1323,0.0228,0.8449,0.1094,0.8221,0.9184,0.0816,3725,6.3654,0.2767,-9.962,0
ULTA,2021-05-27,2021-Q1,0.1658,0.0309,0.8033,0.1349,0.7724,0.7424,0.2576,4370,6.0563,0.2813,-9.6914,1
WAT,2021-05-05,2021-Q1,0.0997,0.0215,0.8788,0.0782,0.8573,0.9074,0.0926,4515,6.097,0.2513,5.4574,1
KEY,2022-04-21,2022-Q1,0.1067,0.0255,0.8678,0.0812,0.8423,0.7794,0.2206,4302,5.8136,0.2723,-6.391,1
RCL,2022-02-04,2021-Q4,0.0776,0.03,0.8924,0.0475,0.8624,0.7069,0.2931,4205,5.8925,0.4512,6.3374,1
MET,2021-02-04,2020-Q4,0.0644,0.0352,0.9004,0.0292,0.8652,0.791,0.209,3934,6.1759,0.3236,18.9405,1
LHX,2021-08-03,2021-Q2,0.0772,0.0237,0.8991,0.0535,0.8754,0.8983,0.1017,4487,5.9626,0.1764,4.7899,1
KMB,2022-10-25,2022-Q3,0.0633,0.0282,0.9085,0.0351,0.8803,0.725,0.275,3689,5.727,0.2246,-1.2217,1
BAX,2021-04-29,2021-Q1,0.0646,0.0435,0.8918,0.0211,0.8483,0.62,0.38,3941,6.116,0.1529,0.7986,1
LEN,2021-03-17,2021-Q1,0.1045,0.0268,0.8688,0.0777,0.842,0.871,0.129,5635,6.1058,0.4945,,1
PSA,2021-02-25,2020-Q4,0.0613,0.0265,0.9123,0.0348,0.8858,0.7174,0.2826,3869,5.9997,0.1604,0.53,0
DLTR,2022-03-02,2021-Q4,0.0807,0.0413,0.8781,0.0394,0.8368,0.7031,0.2969,4031,5.8802,0.3095,6.4499,1
PEG,2020-07-31,2020-Q2,0.061,0.034,0.9051,0.027,0.8711,0.561,0.439,4190,5.9516,0.2865,-1.2953,1
KIM,2021-07-29,2021-Q2,0.0742,0.0324,0.8934,0.0418,0.861,0.807,0.193,5323,5.8452,0.4151,2.4781,0
BA,2023-01-25,2022-Q4,0.0587,0.0536,0.8877,0.0052,0.8341,0.7551,0.2449,3936,5.655,0.316,0.3238,0
MCD,2021-01-28,2020-Q4,0.1008,0.0238,0.8753,0.077,0.8515,0.88,0.12,4218,5.9483,0.1763,,0
BIIB,2022-02-03,2021-Q4,0.0982,0.0664,0.8354,0.0318,0.769,0.7115,0.2885,3952,6.5709,0.3837,0.08,0
OKE,2021-04-28,2021-Q1,0.0849,0.045,0.87,0.0399,0.825,0.7647,0.2353,3979,5.8658,0.2318,-3.9263,1
GOOGL,2021-04-27,2021-Q1,0.0796,0.0226,0.8978,0.0569,0.8752,0.8056,0.1944,3699,6.1592,0.214,10.34,1
WYNN,2023-02-08,2022-Q4,0.1069,0.0252,0.8678,0.0817,0.8426,0.8966,0.1034,2148,5.871,0.3115,8.01,1
KR,2022-03-03,2021-Q4,0.1019,0.0231,0.875,0.0788,0.8519,0.9434,0.0566,4346,6.1374,0.3282,6.42,1
LW,2021-10-07,2022-Q1,0.0666,0.0661,0.8673,0.0005,0.8012,0.4918,0.5082,3589,6.0162,0.1742,-12.2371,0
FDX,2019-12-17,2020-Q2,0.1013,0.0303,0.8684,0.0709,0.8381,0.6885,0.3115,4347,6.1999,0.3002,-14.2824,0
COF,2022-04-26,2022-Q1,0.0885,0.0225,0.889,0.066,0.8665,0.7321,0.2679,4439,5.907,0.2824,-3.8301,0
COST,2021-03-04,2021-Q2,0.0644,0.0614,0.8742,0.003,0.8128,0.5532,0.4468,4278,5.5888,0.1549,0.0841,0
CMA,2020-10-20,2020-Q3,0.0815,0.0498,0.8687,0.0318,0.8189,0.5439,0.4561,4516,6.1371,0.4427,,1
ZBRA,2023-02-16,2022-Q4,0.089,0.0285,0.8825,0.0606,0.854,0.8302,0.1698,3539,6.0175,0.4436,-18.5933,0
EPAM,2022-05-05,2022-Q1,0.081,0.0481,0.8709,0.0329,0.8228,0.7955,0.2045,3594,6.3336,0.7432,-0.0491,1
BA,2021-07-28,2021-Q2,0.0949,0.0381,0.8671,0.0568,0.829,0.8767,0.1233,5356,6.1518,0.3807,-2.5886,1
PAYC,2021-11-02,2021-Q3,0.0921,0.0227,0.8852,0.0693,0.8625,1.0,0.0,2669,5.804,0.2269,16.63,0
JNJ,2021-04-20,2021-Q1,0.1182,0.0334,0.8485,0.0848,0.8151,0.8243,0.1757,4772,6.4063,0.116,-1.7171,1
DIS,2022-11-08,2022-Q4,0.1174,0.0438,0.8388,0.0736,0.795,0.6875,0.3125,3740,6.192,0.3216,13.8851,0
OTIS,2022-10-26,2022-Q3,0.1107,0.043,0.8463,0.0677,0.8033,0.7969,0.2031,3898,5.9366,0.2576,8.1365,1
UBER,2021-11-04,2021-Q3,0.0817,0.024,0.8943,0.0577,0.8703,0.9024,0.0976,3455,5.9569,0.3503,-0.55,1
NCLH,2021-11-03,2021-Q3,0.0732,0.0258,0.9011,0.0474,0.8753,0.9608,0.0392,3969,6.1439,0.3643,13.2816,1
DHI,2021-01-26,2021-Q1,0.0761,0.0251,0.8988,0.051,0.8737,0.8793,0.1207,5110,5.9675,0.3461,,1
IDXX,2022-08-02,2022-Q2,0.1666,0.0255,0.8079,0.1412,0.7824,0.8506,0.1494,4425,6.3537,0.3755,-20.2192,1
XRAY,2021-03-01,2020-Q4,0.0698,0.0678,0.8624,0.0021,0.7946,0.7759,0.2241,4851,6.0538,0.2651,,1
ADI,2021-02-17,2021-Q1,0.1115,0.0218,0.8667,0.0897,0.8449,0.8444,0.1556,2909,6.1561,0.3274,,1
ZTS,2022-05-05,2022-Q1,0.1213,0.0361,0.8426,0.0852,0.8065,0.7848,0.2152,4222,6.3093,0.2866,-2.6015,0
TDG,2022-05-10,2022-Q2,0.0869,0.035,0.8781,0.052,0.8431,0.6939,0.3061,3203,6.1246,0.264,0.8038,1
LLY,2021-04-27,2021-Q1,0.0896,0.0279,0.8825,0.0616,0.8546,0.8298,0.1702,6144,6.3328,0.1731,-7.4088,0
BX,2022-10-20,2022-Q3,0.0813,0.0203,0.8984,0.061,0.8781,0.7681,0.2319,5131,5.9924,0.5391,0.48,0
T,2021-07-22,2021-Q2,0.0788,0.0321,0.8891,0.0466,0.857,0.898,0.102,4638,5.8913,0.1117,-1.5802,0
MHK,2020-10-30,2020-Q3,0.1055,0.0403,0.8542,0.0652,0.8139,0.6901,0.3099,4661,6.1714,0.4845,12.5415,1
ODFL,2021-07-28,2021-Q2,0.0828,0.029,0.8882,0.0538,0.8592,0.7925,0.2075,5024,5.8698,0.1818,4.2153,1
NDAQ,2020-04-22,2020-Q1,0.0777,0.0255,0.8968,0.0522,0.8713,0.8065,0.1935,5531,6.2215,0.8774,,0
DD,2022-02-08,2021-Q4,0.0637,0.0289,0.9074,0.0347,0.8785,0.6833,0.3167,3963,6.0419,0.2266,12.8738,1
LIN,2020-07-30,2020-Q2,0.0846,0.0376,0.8778,0.0471,0.8402,0.7966,0.2034,5107,5.8964,0.2114,0.2354,0
HII,2021-05-06,2021-Q1,0.0568,0.0407,0.9025,0.0161,0.8618,0.7778,0.2222,4288,5.8218,0.1739,6.14,1
ES,2021-02-17,2020-Q4,0.0666,0.0289,0.9045,0.0376,0.8756,0.9333,0.0667,5332,6.099,0.2087,-6.35,0
DVN,2021-02-17,2020-Q4,0.0741,0.0241,0.9019,0.05,0.8778,0.75,0.25,4639,5.9418,0.5977,,1
MPC,2022-02-02,2021-Q4,0.0606,0.0286,0.9109,0.032,0.8823,0.8235,0.1765,4612,5.9343,0.25,-2.1558,1
FANG,2022-08-02,2022-Q2,0.0601,0.0263,0.9136,0.0338,0.8873,0.7273,0.2727,3665,5.6838,0.5416,12.1019,0
VLO,2022-01-27,2021-Q4,0.0935,0.0475,0.859,0.046,0.8115,0.7,0.3,4512,5.7394,0.2976,4.7997,1
MSFT,2022-01-25,2022-Q2,0.1371,0.0293,0.8336,0.1077,0.8043,0.918,0.082,4447,6.3229,0.2663,7.6234,1
KO,2022-02-10,2021-Q4,0.1088,0.0198,0.8714,0.0889,0.8516,1.0,0.0,4144,6.1836,0.1176,3.5773,0
DIS,2023-02-08,2023-Q1,0.1244,0.1043,0.7713,0.02,0.667,0.6346,0.3654,3966,6.269,0.2659,-5.3968,0
GM,2022-04-26,2022-Q1,0.0811,0.0223,0.8966,0.0588,0.8743,0.9107,0.0893,4660,5.8648,0.3818,-2.7309,0
WDC,2020-08-05,2020-Q4,0.0522,0.0516,0.8962,0.0006,0.8446,0.625,0.375,4209,5.669,0.4028,-12.3864,0
CLX,2021-08-03,2021-Q4,0.0887,0.0397,0.8715,0.049,0.8318,0.78,0.22,6432,6.0471,0.2207,-1.1808,0
UNH,2022-07-15,2022-Q2,0.0879,0.0205,0.8916,0.0674,0.8711,0.8837,0.1163,3964,6.0709,0.3306,0.05,0
MCK,2022-08-03,2023-Q1,0.1294,0.0904,0.7802,0.039,0.6898,0.7215,0.2785,4116,6.6509,0.1762,7.51,1
ADM,2021-01-26,2020-Q4,0.0872,0.026,0.8868,0.0612,0.8608,0.8548,0.1452,4373,6.1036,0.2225,4.0436,0
WAT,2021-08-03,2021-Q2,0.1007,0.0252,0.8741,0.0755,0.8489,0.8923,0.1077,4267,6.1554,0.1847,5.2905,1
UNH,2021-04-15,2021-Q1,0.0857,0.0208,0.8935,0.0649,0.8727,0.925,0.075,3718,6.1867,0.1894,-1.2436,1
PEP,2021-10-05,2021-Q3,0.0611,0.02,0.9189,0.041,0.8989,0.9091,0.0909,2803,5.9511,0.1191,4.2204,1
DOW,2023-01-26,2022-Q4,0.0718,0.0586,0.8696,0.0131,0.811,0.6585,0.3415,3984,6.1684,0.2423,5.72,1
AVB,2019-08-01,2019-Q2,0.0534,0.0312,0.9154,0.0221,0.8842,0.6087,0.3913,4638,5.8678,0.1399,,1
SNA,2021-10-21,2021-Q3,0.0956,0.0293,0.875,0.0663,0.8457,0.8824,0.1176,4894,5.8635,0.2126,1.8811,0
KLAC,2023-01-26,2023-Q2,0.073,0.0405,0.8865,0.0325,0.846,0.5319,0.4681,3656,5.93,0.3506,7.1296,0
KEY,2022-01-20,2021-Q4,0.0951,0.0291,0.8757,0.066,0.8466,0.7719,0.2281,3839,5.8398,0.3249,3.6892,0
LYV,2020-05-07,2020-Q1,0.0551,0.0464,0.8985,0.0087,0.8521,0.6207,0.3793,2958,5.7373,0.8621,-15.6021,0
DHI,2021-04-24,2021-Q2,0.0811,0.0243,0.8946,0.0568,0.8703,0.8689,0.1311,5004,5.9398,0.316,-2.7478,1
RTX,2021-04-27,2021-Q1,0.0683,0.0394,0.8923,0.0289,0.8529,0.7727,0.2273,4442,5.8798,0.1738,0.6789,1
CCI,2021-04-22,2021-Q1,0.0739,0.0203,0.9057,0.0536,0.8854,0.902,0.098,4917,5.9577,0.1916,2.9337,1
T,2022-07-21,2022-Q2,0.0935,0.0543,0.8521,0.0392,0.7978,0.7966,0.2034,4613,5.8829,0.193,-0.8222,0
INTC,2021-01-21,2020-Q4,0.0811,0.022,0.8968,0.0591,0.8748,0.9811,0.0189,4081,6.0919,0.4636,-16.3796,0
INTC,2020-10-22,2020-Q3,0.1042,0.0285,0.8673,0.0757,0.8388,0.7458,0.2542,3674,6.0852,0.2287,-19.48,0
KMB,2022-01-26,2021-Q4,0.0776,0.037,0.8854,0.0406,0.8484,0.9024,0.0976,4087,5.7891,0.1258,-2.6683,0
VTRS,2021-08-09,2021-Q2,0.1415,0.0876,0.7709,0.0539,0.6833,0.8571,0.1429,3894,6.3549,0.2682,,1
SJM,2022-08-23,2023-Q1,0.0595,0.0274,0.9131,0.0321,0.8857,0.9286,0.0714,1908,5.8611,0.1272,4.18,1
PFE,2022-11-01,2022-Q3,0.0817,0.0251,0.8933,0.0566,0.8682,0.8039,0.1961,4783,6.3667,0.2751,-3.273,1
LW,2021-07-27,2021-Q4,0.1111,0.0596,0.8293,0.0514,0.7697,0.7105,0.2895,4097,6.1484,0.2464,-2.3697,0
TSLA,2021-04-26,2021-Q1,0.0701,0.0287,0.9012,0.0415,0.8725,0.7097,0.2903,3629,5.7738,0.5375,-4.65,0
KMI,2022-07-20,2022-Q2,0.0784,0.0254,0.8962,0.0531,0.8708,0.8667,0.1333,4054,5.7852,0.3508,-4.8082,1
L,2019-10-28,2019-Q3,0.0613,0.0438,0.895,0.0175,0.8512,0.6071,0.3929,2190,6.1662,0.1872,-2.93,0
MTB,2020-07-23,2020-Q2,0.0582,0.0823,0.8595,-0.0241,0.8013,0.3898,0.6102,4293,5.9979,0.4835,,1
IEX,2021-10-27,2021-Q3,0.0778,0.0259,0.8963,0.0518,0.8704,0.7857,0.2143,3648,6.0274,0.2201,-0.084,1
EA,2022-11-01,2023-Q2,0.0627,0.0218,0.9155,0.0409,0.8937,1.0,0.0,4149,5.8889,0.2261,1.2913,1
WDC,2021-08-04,2021-Q4,0.0688,0.0253,0.906,0.0435,0.8807,0.7917,0.2083,3805,5.923,0.3231,-5.7835,1
AAPL,2020-10-29,2020-Q4,0.0775,0.0269,0.8956,0.0505,0.8687,0.8889,0.1111,3869,5.8152,0.3641,15.67,0
HBAN,2020-04-23,2020-Q1,0.079,0.0574,0.8636,0.0216,0.8062,0.549,0.451,4347,6.3186,1.0617,,1
MMC,2021-01-28,2020-Q4,0.1062,0.0321,0.8616,0.0741,0.8295,0.7679,0.2321,3950,6.1484,0.1597,,1
CDNS,2021-02-22,2020-Q4,0.0715,0.0236,0.9049,0.0479,0.8813,0.8837,0.1163,3812,6.1737,0.3331,,1
SPG,2021-05-10,2021-Q1,0.0533,0.0318,0.9149,0.0215,0.8831,0.8235,0.1765,4801,5.4849,0.2304,12.9303,0
CCI,2020-07-30,2020-Q2,0.0633,0.0233,0.9134,0.04,0.8901,0.8462,0.1538,6933,5.8716,0.2506,-3.1257,0
MPC,2023-01-31,2022-Q4,0.0775,0.0894,0.8331,-0.0119,0.7556,0.65,0.35,4413,6.0383,0.336,3.5469,0
WRB,2021-04-20,2021-Q1,0.057,0.0311,0.9119,0.0258,0.8808,0.65,0.35,3188,5.7886,0.1718,-5.934,1
TRMB,2019-07-31,2019-Q2,0.0767,0.0258,0.8975,0.051,0.8717,0.6889,0.3111,4083,6.2888,0.1769,,0
BG,2019-10-30,2019-Q3,0.0733,0.0408,0.8858,0.0325,0.845,0.5769,0.4231,2402,5.9455,0.1804,-2.2623,0
CINF,2023-02-07,2022-Q4,0.0857,0.0257,0.8885,0.06,0.8628,0.9062,0.0938,3115,6.0369,0.3108,-3.4166,1
CINF,2022-04-29,2022-Q1,0.0778,0.0483,0.8739,0.0294,0.8256,0.6111,0.3889,1770,6.1141,0.1885,5.11,0
AZO,2021-09-21,2021-Q4,0.081,0.0302,0.8888,0.0508,0.8586,0.8082,0.1918,4583,6.0072,0.1848,-2.89,1
TDG,2022-02-08,2022-Q1,0.0626,0.0458,0.8916,0.0168,0.8458,0.5306,0.4694,3893,6.0288,0.2211,-3.35,1
BX,2021-07-22,2021-Q2,0.0882,0.0194,0.8923,0.0688,0.8729,0.9273,0.0727,3910,6.1478,0.2736,11.715,1
MCD,2021-07-28,2021-Q2,0.0983,0.0263,0.8753,0.072,0.849,0.9167,0.0833,4356,5.9803,0.1539,0.6672,0
LMT,2021-07-26,2021-Q2,0.0701,0.0267,0.9031,0.0434,0.8764,0.95,0.05,4163,6.0807,0.1527,-3.6862,0
ABT,2021-10-20,2021-Q3,0.0952,0.0211,0.8837,0.0741,0.8626,0.86,0.14,4175,5.7895,0.1568,0.86,1
VMC,2021-05-04,2021-Q1,0.065,0.0263,0.9088,0.0387,0.8825,0.8085,0.1915,4187,5.9864,0.1986,1.19,1
COR,2021-02-04,2020-Q4,0.0783,0.0246,0.8971,0.0537,0.8725,0.8269,0.1731,5381,5.8203,0.4147,3.8426,0
V,2021-07-27,2021-Q3,0.1421,0.0294,0.8284,0.1127,0.799,0.9559,0.0441,3977,6.1908,0.1894,0.811,0
PWR,2021-08-05,2021-Q2,0.0814,0.0268,0.8917,0.0546,0.8649,0.8545,0.1455,4309,6.3346,0.2663,1.4509,1
MSI,2021-02-04,2020-Q4,0.0752,0.0275,0.8973,0.0478,0.8698,0.8409,0.1591,4032,6.1711,0.2279,,1
HOLX,2021-04-28,2021-Q2,0.0956,0.0255,0.8789,0.0701,0.8534,0.8197,0.1803,4210,6.0786,0.2438,8.58,0
PAYC,2022-11-01,2022-Q3,0.0627,0.0309,0.9064,0.0317,0.8755,0.7826,0.2174,3682,5.5266,0.4728,11.43,0
NFLX,2021-01-19,2020-Q4,0.0657,0.0213,0.913,0.0444,0.8917,0.8571,0.1429,3276,5.6203,0.3001,,1
SPGI,2021-07-29,2021-Q2,0.1332,0.0291,0.8377,0.1042,0.8086,0.7976,0.2024,5972,6.1909,0.1105,3.44,1
AAPL,2021-10-28,2021-Q4,0.0761,0.0259,0.898,0.0503,0.8721,0.8627,0.1373,4061,5.8806,0.1788,-2.1008,0
BA,2021-10-27,2021-Q3,0.0798,0.0591,0.8612,0.0207,0.8021,0.7544,0.2456,4116,6.2473,0.2249,-0.2258,0
EIX,2021-07-29,2021-Q2,0.0516,0.0366,0.9117,0.015,0.8751,0.7941,0.2059,4495,6.1522,0.2188,0.9852,0
DLR,2021-02-11,2020-Q4,0.0922,0.0202,0.8876,0.072,0.8674,0.8679,0.1321,3972,6.2807,0.234,,0
DLTR,2022-05-26,2022-Q1,0.0756,0.068,0.8564,0.0076,0.7884,0.6508,0.3492,4157,5.9812,0.5595,-0.8587,1
AVB,2021-10-28,2021-Q3,0.1107,0.0242,0.8651,0.0864,0.8409,0.7662,0.2338,6431,5.9765,0.1618,1.19,0
FRT,2021-05-05,2021-Q1,0.0496,0.0296,0.9208,0.02,0.8912,0.7556,0.2444,5812,5.6932,0.1483,11.1111,1
